,loc,,,,,,,,,,,,,,,,,,,sp,no,,,spz,%FILARIA,IR_character,IR,,,allele,,,
COUNTRY,,LAT,LONG,TIME PERIOD OF STUDY,YEAR START,YEAR END,COLLECTION METHOD,METHOD OF SAMPLING COLLECTION,"SAMPLING METHOD_IR (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_PSC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ETC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_HLC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_ORC (0- No, 1- Yes, 2- In combination, 9- Unknown)","SAMPLING METHOD_LC (0- No, 1- Yes, 2- In combination, 9- Unknown)",STAGE OF COLLECTION,"COLLECTION STAGE (1- AC,2- LC,3- AC+LC, 4- LC+PC, 9-Unknown)",MORPHOLOGICAL IDENTIFICATION METHOD,MOLECULAR IDENTIFICATION METHOD,ID METHOD,,,S form,M form, ,,,,,KDR allele,,Comment,AUTHOR,REFERENCE
NIGERIA,Ibadan,7.39,3.9,Oct 2002 - Sept 2003,2002,2003,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Hackett et al., 2000 & Koekoemoer et al. 2002",Morph and PCR,An. funestus s.s.,609,,,2.3,,,,,,,,Awolola et al 2005a,[94]
NIGERIA,Ibadan,7.39,3.9,Oct 2002 - Sept 2003,2002,2003,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Hackett et al., 2000 & Koekoemoer et al. 2002",Morph and PCR,An. rivulorum,303,,,0,,,,,,,,Awolola et al 2005a,[94]
NIGERIA,Ibadan,7.39,3.9,Oct 2002 - Sept 2003,2002,2003,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Hackett et al., 2000 & Koekoemoer et al. 2002",Morph and PCR,An. leesoni,187,,,0,,,,,,,,Awolola et al 2005a,[94]
NIGERIA,Illorin,8.5,4.55,Oct 2002 - Sept 2003,2002,2003,HLC,HLC,0,0,0,1,0,0,AC,1,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Hackett et al., 2000 & Koekoemoer et al. 2002",Morph and PCR,An. funestus s.s.,749,,,1,,,,,,,,Awolola et al 2005a,[94]
NIGERIA,Alakia,8.82,4.65,Jan 2002 - Dec 2005,2002,2005,"IR, LC",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,2850,1845,1005,,,Resistant,1,Permethrin and DDT,present,1,ITN supplied to the community in 2001,Awolola et al 2007b,[99]
NIGERIA,"Uromi, Ekpoma and Auchi",6.84,6.24,Aug 2002 - July 2003,2002,2003,LC,LC,0,0,0,0,0,1,LC,2,"De Meillon, 1931; Edwards 1941; Chandler 1955; Hopkins, 1952",,Morph only,An. gambiae s.l,285,,,,,,,,,,Latitude and logitude midpoint of region taken ,"Okogun et al., 2005",[123]
NIGERIA,"Uromi, Ekpoma and Auchi",6.84,6.24,Aug 2002 - July 2003,2002,2003,LC,LC,0,0,0,0,0,1,LC,2,"De Meillon, 1931; Edwards 1941; Chandler 1955; Hopkins, 1952",,Morph only,An. funestus complex,34,,,,,,,,,,Latitude and logitude midpoint of region taken ,"Okogun et al., 2005",[123]
NIGERIA,Iworo,6.41,3.02,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,277,88,189,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Lagos,6.45,3.4,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,213,93,120,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Ilara,6.7,3.47,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,307,121,186,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Owena,7.2,5.02,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,205,104,101,,,Resistant,1,Permethrin,present,1,,Awolola et al 2005b,[31]
NIGERIA,Masifa,8.03,4.13,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,261,160,101,,,Resistant,1,Permethrin,present,1,,Awolola et al 2005b,[31]
NIGERIA,Ibadan,7.39,3.9,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,160,98,62,,,Resistant,1,Permethrin,present,1,,Awolola et al 2005b,[31]
NIGERIA,Oji,7.57,7.93,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,139,100,39,,,Resistant,1,Permethrin,present,1,,Awolola et al 2005b,[31]
NIGERIA,Kainji area ,9.86,4.6,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,154,135,19,,,Resistant,1,Permethrin,present,1,,Awolola et al 2005b,[31]
NIGERIA,Monai,9.05,4.63,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,172,172,0,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Gwade,12.21,4.02,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,156,140,16,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Sabo,12.21,8.28,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,135,135,0,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Ikara,11.18,8.23,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,125,108,17,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Yola,9.2,12.48,Feb 2003 - Sept 2004,2003,2004,"LC, IR",IR + LC,2,0,0,0,0,2,"AC, LC",3,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al., 1994",Morph and PCR,An. gambiae s.s.,148,148,0,,,Susceptible,0,Permethrin,Absent,0,,Awolola et al 2005b,[31]
NIGERIA,Lafia area (Ugah),8.48,8.52,Jan - Dec 2004,2004,2004,IR,IR,1,0,0,0,0,0,AC,1,"Hopkins 1952; Gillies & De Meillon, 1968; Gillies & Coetzee, 1987",,Morph only,An. funestus complex,863,,,,,,,,,,,"Ayanda, 2009",[160]
NIGERIA,Lafia area (Ugah),8.48,8.52,Jan - Dec 2004,2004,2004,IR,IR,1,0,0,0,0,0,AC,1,"Hopkins 1952; Gillies & De Meillon, 1968; Gillies & Coetzee, 1987",,Morph only,An. gambiae s.l,1087,,,,,,,,,,,"Ayanda, 2009",[160]
NIGERIA,Igbo-ora,7.43,3.28,May 2004 - Oct 2005,2004,2005,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. gambiae s.s.,244,,,2,,,,,,,,"Noutcha & Anumdu, 2010",[65]
NIGERIA,Igbo-ora,7.43,3.28,May 2004 - Oct 2005,2004,2005,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. arabiensis,284,,,1.89,,,,,,,,"Noutcha & Anumdu, 2010",[65]
NIGERIA,Bama,11.52,13.68,May 2004 - Oct 2005,2004,2005,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. gambiae s.s.,18,,,0,,,,,,,,"Noutcha & Anumdu, 2010",[65]
NIGERIA,Bama,11.52,13.68,May 2004 - Oct 2005,2004,2005,IR,IR,1,0,0,0,0,0,AC,1,,"Scott et al., 1993",PCR,An. arabiensis,161,,,2,,,,,,,,"Noutcha & Anumdu, 2010",[65]
NIGERIA,Remo north and Odogbolu areas,6.93,3.75,Jan - Dec 2004,2004,2004,"HLC, IR, PSC",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al.,1993",Morph and PCR,An. gambiae s.s.,315,,,3.5,,,,,,,Latitude and logitude midpoint of region taken ,"Oyewole et al., 2007",[67]
NIGERIA,Remo north and Odogbolu areas,6.93,3.75,Jan - Dec 2004,2004,2004,"HLC, IR, PSC",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al.,1993",Morph and PCR,An. funestus complex ,283,,,1.7,,,,,,,Latitude and logitude midpoint of region taken ,"Oyewole et al., 2007",[67]
NIGERIA,Remo north and Odogbolu areas,6.93,3.75,Jan - Dec 2004,2004,2004,"HLC, IR, PSC",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al.,1993",Morph and PCR,An. arabiensis,299,,,2.5,,,,,,,Latitude and logitude midpoint of region taken ,"Oyewole et al., 2007",[67]
NIGERIA,Remo north and Odogbolu areas,6.93,3.75,Jan - Dec 2004,2004,2004,"HLC, IR, PSC",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987",,Morph only,An. moucheti,189,,,0,,,,,,,,"Oyewole et al., 2007",[67]
NIGERIA,Akaka-Remo,6.96,3.72,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Koekoemoer et al., 2002",PCR,An. funestus s.s.,280,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Akaka-Remo,6.96,3.72,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Koekoemoer et al., 2002",PCR,An. leesoni,80,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Akaka-Remo,6.96,3.72,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al 1997",PCR,An. gambiae s.s.,180,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Akaka-Remo,6.96,3.72,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al 1997",PCR,An. arabiensis,130,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Ilara-Remo,6.93,3.73,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Koekoemoer et al., 2002",PCR,An. funestus s.s.,16,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Ilara-Remo,6.93,3.73,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Koekoemoer et al., 2002",PCR,An. leesoni,10,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Ilara-Remo,6.93,3.73,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al 1997",PCR,An. gambiae s.s.,239,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Ilara-Remo,6.93,3.73,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al 1997",PCR,An. arabiensis,480,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,"Ijesa-Isu, along Ago-Iwoye",6.94,3.92,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Koekoemoer et al., 2002",PCR,An. funestus s.s.,11,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,"Ijesa-Isu, along Ago-Iwoye",6.94,3.92,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Koekoemoer et al., 2002",PCR,An. leesoni,4,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,"Ijesa-Isu, along Ago-Iwoye",6.94,3.92,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al 1997",PCR,An. gambiae s.s.,217,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,"Ijesa-Isu, along Ago-Iwoye",6.94,3.92,Jan 2004 - Jan 2005,2004,2005,"HLC, IR, LC",HLC + IR + LC,2,0,0,2,0,2,"AC, LC",3,,"Scott et al., 1993; Favia et al 1997",PCR,An. arabiensis,153,,,,,,,,,,,"Oyewole et al., 2005",[161]
NIGERIA,Lagos,6.45,3.4,April - June 2005,2005,2005,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,2196,,,,,,,,,,,Awolola et al 2007a,[99]
NIGERIA,Lagos,6.45,3.4,April - June 2005,2005,2005,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,162,,,,,,,,,,,Awolola et al 2007a,[99]
NIGERIA,Abeokuta,7.15,3.35,Aug 2005 - July 2006,2005,2006,LC,LC,0,0,0,0,0,1,LC,2,"Gillett, 1972",,Morph only,An. gambiae s.l,,,,,,,,,,,,"Adeleke et al., 2008",[162]
NIGERIA,Abeokuta,7.15,3.35,Aug 2005 - July 2006,2005,2006,LC,LC,0,0,0,0,0,1,LC,2,"Gillett, 1972",,Morph only,An. funestus complex ,,,,,,,,,,,,"Adeleke et al., 2008",[162]
NIGERIA,Badagry,6.42,2.88,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,1870,,,4.3,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Badagry,6.42,2.88,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,56,,,1.1,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Badagry,6.42,2.88,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. melas,450,,,0.53,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Badagry,6.42,2.88,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,700,,,2.9,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Badagry,6.42,2.88,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987",,Morph only,An. moucheti,1870,,,0.8,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Bungudu-Gusau,12.27,6.56,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,840,,,0.46,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Bungudu-Gusau,12.27,6.56,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,56,,,,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Bungudu-Gusau,12.27,6.56,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,1050,,,2.3,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Onitsha,6.14,6.78,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,1400,,,2.3,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Onitsha,6.14,6.78,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,840,,,0.6,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Onitsha,6.14,6.78,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Koekoemoer et al., 2002",Morph and PCR,An. funestus s.s.,800,,,0.3,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Onitsha,6.14,6.78,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987",,Morph only,An. moucheti,920,,,0.85,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Bonny,4.43,7.17,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. gambiae s.s.,1320,,,1.2,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Bonny,4.43,7.17,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. arabiensis,150,,,,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Bonny,4.43,7.17,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993",Morph and PCR,An. melas,890,,,0.4,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Bonny,4.43,7.17,July - Oct 2005,2005,2005,"HLC, LC, PSC",HLC + LC + PSC,0,2,0,2,0,2,"AC, LC",3,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987",,Morph only,An. moucheti,1040,,,1.2,,,,,,,,"Okwa et al., 2009",[26]
NIGERIA,Iworo,6.41,3.02,May 2005 - June 2007,2005,2007,"HLC, PSC, IR",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al 1997",Morph and PCR,An. gambiae s.s.,637,0,637,6,,,,,,,,"Oyewole et al., 2010",[27]
NIGERIA,Iworo,6.41,3.02,May 2005 - June 2007,2005,2007,"HLC, PSC, IR",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987",,Morph only,An. nili,7,,,0,,,,,,,,"Oyewole et al., 2010",[27]
NIGERIA,Epe,6.58,3.98,May 2005 - June 2007,2005,2007,"HLC, PSC, IR",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al 1997",Morph and PCR,An. gambiae s.s.,453,0,453,3,,,,,,,,"Oyewole et al., 2010",[27]
NIGERIA,Moba,6.43,3.1,May 2005 - June 2007,2005,2007,"HLC, PSC, IR",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al 1997",Morph and PCR,An. gambiae s.s.,371,0,371,5.2,,,,,,,,"Oyewole et al., 2010",[27]
NIGERIA,Moba,6.43,3.1,May 2005 - June 2007,2005,2007,"HLC, PSC, IR",HLC + PSC + IR,2,2,0,2,0,0,AC,1,"Gillies & De Meillon 1968; Gillies & Coetzee, 1987","Scott et al., 1993; Favia et al 1997",Morph and PCR,An. melas,470,,,6.5,,,,,,,,"Oyewole et al., 2010",[27]
NIGERIA,Abeokuta,7.15,3.35,August 2005 - July 2006,2005,2006,CDC light trap,CDC light trap,CDC light trap,0,0,0,0,0,AC,1,"Gillett, 1972",,Morph only,An. gambiae s.l,364,,,,,,,,,,,"Adeleke et al., 2008b",[163]
NIGERIA,Amassoma,4.97,6.11,March 2006 - April 2007,2006,2007,HLC,HLC,0,0,0,1,0,0,AC,1,"Gordon & Lavopierre, 1998",,Morph only,An. nili,26,,,,,,,,,,,"Agi & Ebenezer, 2009",[71]
NIGERIA,Amassoma,4.97,6.11,March 2006 - April 2007,2006,2007,HLC,HLC,0,0,0,1,0,0,AC,1,"Gordon & Lavopierre, 1998",,Morph only,An. funestus complex,18,,,,6.6,,,,,,,"Agi & Ebenezer, 2009",[71]
NIGERIA,Amassoma,4.97,6.11,March 2006 - April 2007,2006,2007,HLC,HLC,0,0,0,1,0,0,AC,1,"Gordon & Lavopierre, 1998",,Morph only,An. gambiae s.l,116,,,,9.1,,,,,,,"Agi & Ebenezer, 2009",[71]
NIGERIA,Akaka,6.97,3.73,"June, 2006",2006,2006,PSC,PSC,0,1,0,0,0,0,AC,1,,,,An. nili,14,,,,,,,,,,,Kengne et al 2003,[61]
NIGERIA,Akaka,6.97,3.73,Jun 2006 - March 2008,2006,2008,PSC,PSC,0,1,0,0,0,0,AC,1,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Kengne et al., 2003",Morph and PCR,An. nili,14,,,,,,,,,,,"Ndo et al., 2010",[164]
NIGERIA,Gezawa,12.03,8.72,April 2007 - Jan 2008,2007,2008,"LC, Outdoor baited scarecrow",LC + OUTDOOR BAITED SCARECROW,0,0,0,0,0,2,"AC, LC",3,"Hopkins, 1952; Smart et al., 1956; Service, 1976; Gilles and Coetzee, 1987",,Morph only,An. gambiae s.l,267,,,,,,,,,,,"Oguoma & Ikpeze, 2008",[165]
NIGERIA,Gezawa,12.03,8.72,April 2007 - Jan 2008,2007,2008,"LC, Outdoor baited scarecrow",LC + OUTDOOR BAITED SCARECROW,0,0,0,0,0,2,"AC, LC",3,"Hopkins, 1952; Smart et al., 1956; Service, 1976; Gilles and Coetzee, 1987",,Morph only,An. funestus complex,90,,,,,,,,,,,"Oguoma & Ikpeze, 2008",165]
NIGERIA,Elewi Odo,7.43,3.08,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,62,6,39,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Elewi Odo,7.43,3.08,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,15,,,,,Resistant,1,DDT,,,,"Oduola et al., 2010",[101]
NIGERIA,N Eruwa,7.78,3.61,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,174,6,15,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,N Eruwa,7.78,3.61,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,25,,,,,,,,,,,"Oduola et al., 2010",[101]
NIGERIA,Isalu,7.19,3.76,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,95,7,24,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Isalu,7.19,3.76,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,17,,,,,Resistant,1,DDT,,,,"Oduola et al., 2010",[101]
NIGERIA,Akufo,7.51,3.79,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. gambiae s.s.,147,0,27,,,Resistant,1,DDT,,,The number of M and S form represent values from DDT/Permethrin survivors,"Oduola et al., 2010",[101]
NIGERIA,Akufo,7.51,3.79,May 2007 - August 2009,2007,2009,LC,LC,0,0,0,0,0,1,LC,2,"Gillies & De Meillon, 1968; Gillies & Coetzee, 1987","Fanello et al., 2002",,An. arabiensis,8,,,,,,,,,,,"Oduola et al., 2010",[101]
